contact,Name,Id,points
7665534560,Fashion Q 001,10962289,2412
9829392240,Goyal Genral,27626105,10049
9782069995,Great Mart,27460214,3388
9828597341,isha fancy store,9792612,462
8955823142,J B Collection,33692017,4554
9875228715,JAGDAMBA GARMENT  001 JOBNER,11044075,34183
6350571337,JUST LITTLE 001,10526627,154
9351676973,JYOTI FANCY CORNER 01,10962040,66503
9887739001,k k general store,13563892,16403
9929227391,KK hojari and fancy store,23576207,11509
8502000138,lucky fashion 001,27506601,8627
9829117869,lucky garment 02,10996597,2970
8690407350,Mahak Hosiery 002 ,27507468,121608
9887467415,MAHI FASHION COLLECTION,11211524,58481
7062783239,Milap hosiery 001,10949910,60495
9602749246,Navrang Dresses sanganeri gate,10407266,9954
9414821168,Radhika Dresses dausa,14389011,1188
9950080888,"RADHIKA FASHION HUB, MPS",27506701,22569
9672202222,Rathi Tea and General Store 002 ,27507509,12674
8005568707,Sadanand garments,10841525,3809
9314365115,SAROJ Bangles 002 ,11234560,1514
9460866736,SATGURU GARMENT 02,11000479,20757
7610933527,SHIVAM COLLECTION,11212479,20121
8432480686,SHIVAM COLLECTION,11214828,16672
8209013413,Shivam collection Etawa,9721528,506
7014881327,Shivam hosiery 001,9143309,4708
7568586165,Shivam readymade hosiery,16145000,462
8529211348,Shri shyam general store nadi ka fatak,10674744,462
9829083151,"SHREE SHYAM GARMENTS, R. JI",30348164,943224
9950111231,SHREE SHAYAM HOSIERY 002,27507874,82142
8233384510,SHRI SHYAM READYMADE GARMENT,11213332,35902
9828203477,shri shyam STORE,17979039,22657
9928687110,Shri Shyam textile 001,27507131,1876
9660656143,shri umesh collection,27640414,8926
7023906304,Shriji collection,11418223,1078
8696254106,Shrinath tradematojari,11417909,1232
9929155545,Tanishka Store 001 GOVINDPURA STAND,28440380,7657
9414682364,Vidhi fashion,18471307,29100
7229933377,A to Z Store,26968484,4785
9887630714,ambey garment 02,9603653,40302
9509714331,AMIT CORNER 001,10780291,39699
9929087135,AMIT GARMENT 01,31517582,95299
9950815045,Ashirwad body line,30859796,4680
9602016335,Ashirwad collection jagatpura,10137258,198
9928089910,Bhagvati readymade niwana,9719483,22347
9414006422,DHEERAJ READYMADE,12718905,23954
9928842437,DIKSHA COLLECTION 001,11029609,9819
9587627145,Gunjan Beauty,31568344,6222
9828192801,Gupta general store Bandikui,11415841,6480
7014099550,JAI AMBEY GARMENTS,30155660,15971
9462412881,Jai ambey collection,9719870,2034
9214514467,Krishna collections 006,30906229,13775
8824409548,Krishna emporium 03,27930472,1890
9982425565,KRISHNA FASHION,9997064,396
9251929293,ma jwala fancy,10822972,1284
9166765051,MAMA JI GARMENT 01,27360420,11915
9251521422,Mittal garments pratap nagar 02,27508060,8916
9460272700,Mittal garments sodala,10395306,30006
9636755635,MODI FANCY STORE  001,11047317,23384
9414424334,"NEERAJ FASHION POINT, LAL DIBBA",27507225,8238
9887371242,Neha Fancy STORE,10881824,1284
9983794141,NEHA GARMENT AND FOOTWEAR,11255096,27129
8209786221,Om Garments 002 ,27507492,9458
9829728200,om shiv cloth readymade 01,27506451,22181
9929341058,pooja vairayti dhanota,9995927,12101
9413192245,POONAM GARMENT 001,17302733,10019
9414852802,Poonam Garments 001,33852587,70008
9928530578,poshak 02,27508025,880
9351675008,Raghav Fancy store 02,27507889,44729
8107909462,RAGHVES FANCY STORE,11178783,3792
9694644178,Ravi Jindal General Store,13780928,2880
9829427161,SATYAM DRESSES 001,9791831,440
8838808997,Shivshakti garments ajitgarh,9997314,31876
9460854222,shree abhimanyu,27444039,26380
9413825874,vijay genral,17064123,60157
9829337265,Vikash fancy dhanota,9996200,8788
9887256022,ANAND TEXTILES  01,11119952,1656
9929695492,Avni collection murlipura,27431537,39384
9783629052,bhairunath Sadi center,14567772,1232
9829035541,Bhandari Beauty and General Store,32652303,34483
7688916208,Bharat Beauty Store,28621850,2212
8003917236,BHARAT GARMENTS 001 DHAWASH,10981205,2178
9829120978,chirag fashion 02,27508008,3040
8949729526,Chinar sadi center nkt,9963276,13410
7619770781,CHODHARY GARMENT AND FOOTWEAR,11159587,1346
9828184795,Chodhary Vastaralay neem ka thana,35109544,24336
9414342698,Chohan Readymade,29355783,462
8504856278,DINESH MAHESH FOOTWEAR & READYMADE,13781855,21499
9799101742,Gurukripa garments ajitgarh,9997142,3366
9829345480,Jai shri Ambey Traders 002,11908814,43236
9529026819,kalyan garment,10962870,2638
7891815151,krishna kangan,33347969,1024
9680578122,Krishna Kannada,14565675,12493
9929924453,MAA DURGA GARMENT,11521108,7703
9829466668,Manbhavan readymade 01 HASANPURA,30905284,114789
9950780385,Mangal Garments 001 KHATIPURA ,15228018,213364
9414320411,manglam fashion 01,27506239,38766
9982834629,MOHIT READYMADE CENTER  001,10780208,13844
9351788858,MONA KI DUKAN 001 JOBNER,10780539,2002
7688830203,MONIKA READYMADE AND SHOES CENTER 001,28325220,14065
9414070347,Oswal Fashions 002,27489454,14966
9828547457,oswal srore,14514297,5016
7023388547,prachi fancy store,9882615,935
8949661582,RAM HOSIERY HOUSE 02,27772671,3426
6350428883,Right Choice,26234113,7382
9314647850,Sai kiran gift and fancy mansarovar 02,27507923,14343
9461017339,SAWARIYA TEXTILES 001,11028860,4442
9784284650,shree hari readymade,27448721,8532
9414569578,Vimal Brothers,27687102,48039
7976313614,VIMAL GARMENT,10978500,810
9887278952,VINAYAK GARMENT 001 siwar mod,15835607,62645
9351729619,shree ganpati garments 001,27507266,48898
9079201096,Vinayak readymade Bindayaka,15563738,1530
9829322444,vinod fancy store 01,27045080,26038
9829922386,Aastha garment  001,27507339,35177
9799561184,Andaz Garmants,26991656,770
7073198058,B K TRADERS,9719615,4848
8955551920,BR collection,28180974,5110
9799639682,Baba janral store Amarsar,9996571,3982
8949740622,Bhargav Fancy,27459930,42090
9314616871,Bhatia Fancy Store 002,28418569,50491
9214901454,BHAVI MENS WEARS,10330812,198
9001605510,"CHOICE GALLERY, PATH NO.7",9349193,85297
9414921608,D. K. Readymade House 002 ,29261740,6612
9829653330,Ganpati Beauty plex,17313790,16398
9782995326,GANPATI GARMENT 001 NEWARU ROAD,27506602,24468
9509947560,Ganpati general store chomu,9142038,18526
9352250545,GANPATI READYMADE GARMENT 001,10058359,352
9413701131,Ganpati wastralay fatehpur,9141967,9300
7976104366,Garg readymade Bandikui,11416945,792
9784665877,hanuman traders bajri mandi001,27811905,22597
9636874705,Vrindavan Creation 002,27507470,5150
9414335426,jain palace sikandra,14387294,1044
9414852365,JAIN READYMADE,10013310,792
9887596140,JAISHIKA FASHION 001,9865633,30219
9772240753,kanha readymade 001,9344713,57433
9214967681,Kapdewala garments,9882693,946
8949554637,kumawat CLOTH STORE 001,10716921,57678
9636155908,kumawat fashion point 001,10964268,119
7733051415,kumkum beauty,28462876,3586
9079906717,Kundan Mobile Point,27477144,924
9782046641,MAA GENDI DEVI FASHION,13677439,18085
9784490049,MAA JAGDAMBA FANCY STORE 001 JOBNER,22993243,133256
9413945319,Manoj collection,29359650,4142
7742631466,Moti Fancy Store 002 ,27507494,700
9785116011,new fashion redimade 001,27507134,1463
9928713357,new goyal store 02,27507681,82110
8003384049,NEW KHANDELWAL HOSIERY 002,30854671,3533
9829653470,palak garment hathoj 001,27506535,902
9460530477,paliwal GARMENT 001 MUNDIYA RAMSAR,27506951,7328
8107533188,Panash shoes cloth 001,10663048,1188
9950001225,PANCHOLI FASHION HUB,9446432,23225
9602199864,PANCHOLI GARMENT 001,27506956,9626
9982684145,PANKAJ FANCY AND GENERAL STORE 001,27507295,29995
9928423410,PREETI COLLECTION   001,13425235,7520
7073943075,SAINI GENERAL STORE,10012300,792
9509507399,shree kishan garmants,31572109,2178
9636350512,Shree Nakoda Collection,19808621,8974
9414576724,SHRI RAM GENERAL STORE,10821419,10998
9887154432,SUBHAM FANCY AND READYMADE STORE 001 BAGAS,11254888,22931
9928465192,SUBHAM GARMENT AND FOOTWEAR 001,11085710,4130
9829072400,subhash hosiery bapu bazar,14587975,5404
9414932031,VISHAL GENERAL STORE 001 JOBNER,11044784,14507
9782003017,HONEY FASHION 01,27062493,2441
9351055420,Anjani Traders 002,25955400,396
9414795169,Ankit Emporium 001,27506791,6858
7877092008,Anky collection dhanota,9996371,7751
8619656204,baby corner 02,11000165,25102
9680281773,BADIWAL GARMENT 001,9143849,17700
8209758300,Bhumi fashion state,11213978,2013
9414957299,classic point,34434667,15467
7568933786,CLUB.COM 01,27508009,8325
9929357532,Colors fashion 001,11432277,85240
9982942420,"GARG TEXTILES, NAYA KHEDA",27506353,20649
9887906369,Gaurav Garmants,34194917,3168
8107313310,GAYTRI FASHION 001,11554094,61482
9887413542,Hare krishna shopping centre Govindgad,9706198,9850
9785621517,HARSH GENERAL STORE MATHURA GATE,29336886,8740
8387930161,Janak Nandini garments 01,27506959,24448
7597303607,JAINISH COLLECTION 02,10995432,6973
9929475121,jatin fashion,10460146,15624
9929092154,Jatin fashion  001,9334330,120821
9414314286,JAWA FASHION,9626041,2554
8949696041,katiyawar Genral,24073386,10477
8905889005,Lakshya Hosiery Luniyawas 02,27508225,64819
8058515822,MAA JISA FASHION 001,29463989,11382
9024499000,Bhartia Handloom Udyog,13977088,2398
8233472102,MANOJ WACH,11158827,8688
9314608252,"MANVI COLLECTION, MPS",33758614,64493
9784583462,Mulani General Store 002 ,27507434,5616
9214680045,Muskan beauty,27694125,5315
9214351404,PARAMPARA COLLECTION,10963965,97819
8952919520,pari fancy 001 MEDICAL CENTER,27506293,17614
9530152418,Prince readymade Dausa,14367853,594
9887706815,priya fancy,27427518,14502
9314884011,rajesh readymade 001,27506668,20627
9829534148,Shanker Readymade,29039124,2245
7014484869,Sharan Nawalgarh,15451930,206190
8952840195,shree shyam collection 001 VISHALI,27507197,3629
9893212112,soft corner,17244484,11250
8233992221,SAUMYA SHRINGAR,34435189,2862
9461043400,Sonal Garments 003,27505431,37026
9602123438,Sundariya garments ajitgarh,28900962,11658
7611871140,Unique collection 003,27506356,2088
9875263875,Vijay lakshmi vastra Bhandar01,27506179,638
9414992244,Advika Collection 02,27507890,30003
9460247472,Agarwal fashion 02,22015180,19643
8946963909,AGARWAL EMPORIUM 001,23766269,17514
9950787851,AGRAWAL GARMENT,11174142,6502
9829600713,annu fancy store 002,29244348,8418
9829775576,ANNU GARMENT AND FOOTWEAR,11085751,12066
8233753692,ANSU GARMENT,14519107,22533
8432850763,BAJRANG GARMENT JOBNER,11046558,2642
9928371709,Bajrang Readymade,29457824,1386
9782293041,BAJYA GARMENT,9592511,1310
9413916800,Bal Swaroop Sharma Helena,29041093,616
9414921609,d k readymade house,14637291,396
9660577830,D K Store 002,27508027,3732
8890359591,evergreen store malviya nagar,16375948,8078
8963041475,FAMOUS FASHION 02,10995213,19278
9309243709,Girraj collection dhanota,9995613,7911
7691057045,HARSH GARMENT 002 ,27507511,16400
9829370456,Laxmi Enterprises 002,18998586,92748
9462606549,laxmi fancy dadi ka fatak,10799961,18
8739997111,Laxmi Fancy Store,31624788,13302
9610555570,LAXMI GARMENT PANCHAWALA,27506181,31001
9001695909,LAXMI MART 001,10800206,550
9784382108,Mahadev General Store,27735665,1408
8823906237,my shop 02,10995310,4816
7073439202,NAGAR GARMENTS,31056974,6174
9694367718,New sangam dresses itawa,9721568,2979
8107009789,parmanand garment manoharpur,10580435,29634
9214460225,parmatma collection,14299803,7616
9694140315,PARNAMI FANCY STORE 02,27507978,1440
8955030525,Priyanshi Fancy Store 022 ,27507604,3686
7737573439,PRIYANSHI GARMENT,11176883,74100
9887083048,"JAYESH GARMENTS, ROAD NO. 17",27506853,17332
9352963015, ROYAL CHOICE 02,10530972,165855
9928656568,ROYAL COLLECTION 001 ram kutiya,11030714,17467
9828556753,royal garment 02,10511749,2640
7792045006,Sangini fashion,9721365,21881
9680058168,SIDDHI VINAYAK  TEXTILES  DHAWALI,9741648,30612
8112216441,Shri Arjun Garment 001,19515424,15698
9929715060,SHRI BALAJI COLLECTION,10964009,1764
9928800900,Shri balaji collection dhanota,9995507,12769
9509951648,SHRI BALAJI FANCY AND GIFT 001,33457490,26825
8094000087,SHRI BALAJI READYMADE AND FOOTWEAR 001,10101163,158121
9928850820,Shri Balaji store 001,27507136,1540
9887606233,Shri bhagvati garment kanwat,9144031,990
9829516471,SONU GARMENTS 01,27506164,36309
9509078817,SOTHIYA FANCY STORE,23024901,7252
9829181210,Sunil Fancy,17304077,11995
9509821501,"VAIBHAV AND VISHESH GARMENTS, MPS",27506294,2395
9983353708,AJAY GARNAL STORE 01,27506703,6088
8306827436,Apexa Garments 02,28910210,7068
8233237537,Apna Fashion,14299998,2654
9460339700,Arcade Agency 002 ,29228176,29527
6350497085,Balaji fancy lalchand pura 001,10060756,16916
9314911300,balaji fashion 001 kata ,27506455,52611
9829853572,balaji garment MADICAL CENTRE 001,27506296,87621
7742830880,bombay fashion sale 001 DHAWASH,26778828,8475
7737992355,Dear Club 001,10663050,29523
9829182707,Deep Genral Store,28250295,31622
9887785480,Gopal fancy 001,9359126,23655
9829082100,gopal readymade,31675738,10632
9413005879,Himanshu collection,22009612,5383
9782576288,himanshu hosiery 02,27507750,31050
9460149044,jhlani treders chomu,25403340,5874
9667414908,jhulelal fashion 01,27431545,7914
9829098529,KHANDELWAL ENTERPRISES 02,23601725,40462
9799231029,khandelwal garment 02,19034198,6154
9928457100,Khandelwal General Store,29510289,2805
9982344366,KHANDELWAL HOSIERY 002,27507751,29220
9887872740,Khatri Readymade,27006314,99
8233669520,KHUSBOO FANCY AND GARMENT 001 HATOJ,12695713,1462
9950378138,KHUSBOO READYMADE GARMENT 001 bhankrota,10100591,7304
9314403652,Lekhraj General Store 002,27507943,7488
9024545723,MAHALAXMI FANCY STORE,11209611,24135
9928366517,mayank manni creation chomu,9142234,53827
9460082211,Meena General Store,17263434,7002
9413561210,NAMOKAR FANCY AND GENERAL STORE 02,11000560,18294
8690273216,Nanak Fancy And Genral,28701089,2176
9887121479,New style readymade itawa,9721233,103684
9784256076,parvati textiles 001,27507331,229021
9549750793,PATIDAR GARMENTS,18945750,11001
9252178138,"PUNEET GARMENTS, ROAD NO. 2",27621568,33172
9414571656,Pushpad readymade,31536123,1634
9314171775,r c store,14594837,25563
8562820268,Ramavatar agarwal 002,33402679,6528
9782460887,Ramchandra collection hathoj 001,27508064,7774
9829247218,Shiv fancy store 02,17173088,26885
9829084002,SHIV GENERAL STORE,29385801,6886
9636861961,shri garments,9609227,4050
9166164112,shri krishna,27684576,7506
9784534003,SHREEI KRISHANA ENTERPRISES,11214121,20619
9314216219,shri krishna READYMADE,27508299,14978
9887507142,shri krishna readymade,27626096,7674
9828788895,Shri krishna readymade 001,9672022,56232
9680718358, Narendra Readymade Badi chopad 001,9344241,41761
9414072943,SHRI OM FASHION 002,10948631,17428
9460091350,Shri Parshvanath Fashion 002,27507475,22744
9460747047,SURBHI FANCY STORE,17302019,9624
9314267785,VANSHIKA FANCY AND KIDS WEAR 001 bhankrota,11102294,3759
9982161487,Vardhman Hosiery,14301138,308
9511301951,yogita garment  01,27507985,2042
9829486538,Yoshita Cosmetics and Fancy Store 002,27507496,17153
9660666461,Arjun collection kalwad road,10235998,21354
9950153024,"BANSAL GARMENTS, LOHA MANDI",10721017,79282
9829587933,BS Fashion 002,27507605,2112
7737963364,Deepak readymade manoharpur,9739185,24513
9460195299,KALYANMAL JAGANNATH,27689134,3672
9929750250,"THE FASHION PLATINA, VDN",27506964,24867
9414840373,Fashion point,10039702,20025
9462625552,gopalka collection 01,27506754,54574
9983078298,GORDHAN AND SONS 002,27507435,8260
9462816549,GOVIND GARMENT,9999619,594
8947040001,Govind general store mahwa,11459140,4536
9602471791,GOVINDAM GARMENT 001,27507200,94152
8769045863,Govindam Garments,10659721,1056
9785574586,govindam store 002,10598212,10494
9782133535,Goyal collection 01,23079637,29217
7073469624,INDRA COLLECTION 01,28907392,10013
9694222414,jiya collection itawa,10220990,205
9214611106,JK motors,27928876,1600
9414420866,Lodha Garmants,26991643,13104
9414273912,Mahaveer General store,34003663,14775
9351693150,MAHAVEER VASTRA BHANDAR 001,27733847,17294
6375872123,Narendra readymade katla,10783254,73156
9983801196,PAWAN FOOTWEAR AND READYMADE,13429094,19297
9460634344,pawan garments 001 KHARDHNI,27506357,42362
9414329835,SHRI FALODI GARMENTS,17165232,60534
9828921954,phoolchand brijmohan 002,27391895,68499
9057589804,R K Fancy,27625513,8728
9461588151,R R GARMENT,10014034,1188
9829277476,Radha govind garment ajithgadh,9360817,15188
8233837995,radha govind store malviya nagar,16374945,3052
9414042570,SHRI RAM JI KRIPA NEWARU ROAD,9142715,10566
9351711933,DINESH STORE,11557954,21770
9829111481,S D fancy store,29359889,1000
9166466077,S K ENTERPRISES,27380635,10228
9782086801,S S STORE,10070955,396
7568735102,S S store chomu,10301665,8574
9887307914,santosh fancy store 02,27507682,21740
7740993748,Sanwariya fashion dhanota,9996250,2027
8290692447,SHIV SAKTI GENERAL STORE,10011784,2842
8955585141,Shiv Shakti Hosiery 002,27507716,16683
9828101091,Shiv shakti hosiery panchyawala,27506183,7002
9001675587,Shri Radhe collection,27418513,4254
9413156880,SHRI RAM GARMENT 002,21848848,54398
9785883143,shri Ram Kirana Store,31520677,8806
7375863120,Shree Ram Readymade Center 002,27507416,11954
9001111164,shri ram store katla,10365887,343813
9829100862,SHRI SHYAM CLOTH STORE 001,11123006,3976
9799395802,shri shyam fashion 02,27507986,11464
9414408408,vardhman Fashions 02,27507717,74867
9928906996,Varsha hosiery fancy 001 JOSHI MARG,27507201,4320
8619242153,varunath readymade Chaudhari,14565744,462
8952875540,Vatika fancy 01,27506244,12835
9414746417,SHYAM GARMNETS,16642070,21263
9950953164,Shivam collection,16712894,14250
8949927310,Annapurna Creations 001,10023864,16211
9694229394,Balaji Footwear And Fancy Store 001,9143859,11926
9928566811,Bana Readymade 001 JOBNER,10780096,8926
9413927256,Bharati Traders 02,9792734,3487
9829364575,Bhatiya Hosiery and Garments 03,27280606,1386
9982396803,"Bindayaka Readymade garments, MPS",18720600,187471
9784345383,Dhanvantri Garmetns,11417834,2470
9351455325,Diya fashion,9604859,8550
9783863671,Ernota Garmetns 001,28620009,3085
9413967736,FASHION PLANET 01,16646708,101113
8690906295,Govindam Hosiery sale  02,10720686,131024
9829253291,Guru Kripa Shopping Centre 001,10779378,6486
7877839798,hindibhasi hindvasi antim muly vikreta,11214463,2410
7073680746,HSB fashion point 001,10913948,18486
9602747110,Kaamdhenu Collection 001,9622434,22406
9079944539,Kanha Super Mart 001,29043827,38034
9887234833,K K COLLECTION 01 ,27294873,39204
9309333851,Krishna garment 001,17301835,63379
9929950058,Life Style,27789669,12402
9214181418,MADHU GENERAL STORE 02,28201398,770
7891654217,MADHU FASHION POINT 01 VIDYADHAR NAGAR,27361435,27042
9413348923,Monika Collection 001,9358006,36954
9314506473,Mukesh cloth Store 001,11505234,12598
9571701253,Mukesh clothe store,34962271,37434
9602747195,Mukesh fashion end matching 001,11435931,7886
9828320890,SHREE NAKSHATRA COLLECTION 02,9358236,31774
9887292153,Narayan Super Store,10464183,61473
9772724841,New Shekhawati sports 001,9636848,23727
9887609945,New Shiv Fancy Store 001 JOBNER,10780018,15758
9772841002,Parvati Textile and readymade Emporium 001,22941307,16433
8890025116, Garments Collection 001,25359068,2304
8696272852,Payal Fancy store 001,21817831,9517
9928999222,RADHE RADHE FASHION,34415565,704
8619749033,RAKESH FANCY GENERAL STORE,10546208,576536
9414335699,Ritu Hosiery 003,9346641,5668
9829636821,S K Garmetns and Matching Centre 001,10023884,47863
9887251925,Santosh fashion hub,17173850,990
9887153589,sharma garments 001 SIWAR MOAD,9444566,5374
8504005896,Shivam Department 001,9622125,11151
8200248299,Shri Collection,9819546,23706
9314187007,shri govindam 01,27229611,76141
9414744082,Shri Hanumant Kripa,9592099,10455
9887474113,shri ram garments,21951815,4708
6350181199,Siya Ram Fancy Store 001,9622382,9037
9587881529,PRIME MARKETING 01,15860986,45599
9772104225,Sri Ganesh 001,9459338,14541
9929626087,shree Ganesham Deeparment Store 01,28343073,978
8559993338,shri Karani Garments 001,9964295,1584
8209475184,Sri Raghav Fancy Store 001,9621957,12325
9460766976,Sudesh kumar and sons,27774282,50892
9602618340,suhag Enterprises 001,9672247,308
9214042217,Swayam garments 01,27215810,32869
9667421611,Tambi Uniform Garmetns,25286580,5400
9983095959,The Fashion Club,11736601,660
8619457616,wi fi collection 001,9142509,50332
8619487616,wifi collection,9637061,2566
9660461906,Pawan readymade 01,16663299,92914
9602957188,gangour fashion barkat nagar,16811470,9606
9414662724,sim  sim,16808723,1044
9414584353,PRAHALAD GENERAL STORE,16861857,1958
9351200520,BANSAL GARMENTS (RUDAWAL),16911602,29029
9414977350,DOLLY GARMENTS,22276764,4547
9950896955,Mahesh palace,16667520,1848
9784322306,Raj book depo,16932347,1386
8104977777,Jamvaya Mega Mart,9591904,14274
9414556652,Lakshmi Garment bandanwada,34531382,5582
9166522249,Himanshu hosiery Sanganer,16682414,2952
9785602525,Morden shoes center,16897918,15540
8003369308,Pari Fancy And Hosiery 003,16659005,12630
9413472784,Riddhi Siddhi collection Mansarovar,16662713,594
9694581831,shri Raj footwear and sport wear 001 kardhani,9142968,49282
9314612875,Aashirwad garments Joshi Marg,15967138,108
9829123381,he and shee 01,27506249,10026
9829016857,NR Mart 001,16077991,159245
9351333744,JAIN COLLECTION & GIFT EMPORIUM,18017073,36483
